"id_partido","temporada","torneo","equipo","rival","posesion","momentum","pases","pases_ultimo_tercio","pases_area_rival","pases_entre_lineas","grandes_ocasiones","remates_al_arco","xG","xGOT","condicion"
2065,2019,"Finalizacion","Independiente Medellin","Boyaca Chico",58.7,69.8,425,81,22,5,1,5,0.7,0.72,"Local"
2065,2019,"Finalizacion","Boyaca Chico","Independiente Medellin",41.3,30.2,282,62,8,6,2,3,0.84,0.8,"Visitante"
2066,2019,"Finalizacion","Fortaleza CEIF","Atletico Nacional",36,43.4,313,77,25,8,2,5,1.04,0.86,"Local"
2066,2019,"Finalizacion","Atletico Nacional","Fortaleza CEIF",64,56.6,468,83,11,6,1,4,0.61,0.66,"Visitante"
2067,2019,"Finalizacion","Atletico Nacional","Aguilas Doradas",66.3,75.1,502,111,29,7,1,6,0.77,0.59,"Local"
2067,2019,"Finalizacion","Aguilas Doradas","Atletico Nacional",33.7,24.9,246,43,8,8,2,2,0.81,0.88,"Visitante"
2068,2019,"Finalizacion","Deportes Tolima","Atletico Bucaramanga",66.9,69.5,438,87,19,4,1,5,0.63,0.62,"Local"
2068,2019,"Finalizacion","Atletico Bucaramanga","Deportes Tolima",33.1,30.5,283,52,10,6,1,5,0.73,0.73,"Visitante"
2069,2019,"Finalizacion","La Equidad","Deportivo Cali",59.4,77.1,439,98,27,8,3,6,1.33,0.97,"Local"
2069,2019,"Finalizacion","Deportivo Cali","La Equidad",40.6,22.9,305,67,13,6,2,3,0.89,0.89,"Visitante"
2070,2019,"Finalizacion","Atletico Bucaramanga","Fortaleza CEIF",60.4,70.7,439,90,19,6,1,5,0.76,0.73,"Local"
2070,2019,"Finalizacion","Fortaleza CEIF","Atletico Bucaramanga",39.6,29.3,274,57,9,7,2,2,0.8,0.64,"Visitante"
2071,2019,"Finalizacion","La Equidad","America de Cali",41.1,33.4,316,61,16,11,2,4,0.93,0.87,"Local"
2071,2019,"Finalizacion","America de Cali","La Equidad",58.9,66.6,418,95,14,8,0,4,0.31,0.36,"Visitante"
2072,2019,"Finalizacion","Independiente Medellin","Alianza",63.8,65.7,434,97,25,5,1,6,0.78,0.89,"Local"
2072,2019,"Finalizacion","Alianza","Independiente Medellin",36.2,34.3,305,61,10,6,0,4,0.32,0.29,"Visitante"
2073,2019,"Finalizacion","Deportes Tolima","Atletico Bucaramanga",66.3,71.9,468,117,30,7,3,5,1.38,1.05,"Local"
2073,2019,"Finalizacion","Atletico Bucaramanga","Deportes Tolima",33.7,28.1,261,54,8,4,1,2,0.43,0.4,"Visitante"
2074,2019,"Finalizacion","Junior","Santa Fe",45.5,38.1,340,69,20,12,2,5,0.94,0.86,"Local"
2074,2019,"Finalizacion","Santa Fe","Junior",54.5,61.9,397,87,10,4,0,2,0.15,0.15,"Visitante"
2075,2019,"Finalizacion","Jaguares","Alianza",42.3,42.2,301,66,18,10,1,5,0.63,0.71,"Local"
2075,2019,"Finalizacion","Alianza","Jaguares",57.7,57.8,424,75,12,6,0,1,0.06,0.04,"Visitante"
2076,2019,"Finalizacion","Jaguares","Alianza",57.3,55.9,418,103,13,7,1,2,0.44,0.41,"Local"
2076,2019,"Finalizacion","Alianza","Jaguares",42.7,44.1,327,70,10,9,2,5,1.04,0.9,"Visitante"
2077,2019,"Finalizacion","Envigado","Deportivo Pereira",39.9,32.5,315,68,18,12,1,4,0.69,0.61,"Local"
2077,2019,"Finalizacion","Deportivo Pereira","Envigado",60.1,67.5,424,78,10,4,1,3,0.56,0.43,"Visitante"
2078,2019,"Finalizacion","Fortaleza CEIF","Atletico Bucaramanga",57.6,69.9,464,96,22,7,3,6,1.48,1.41,"Local"
2078,2019,"Finalizacion","Atletico Bucaramanga","Fortaleza CEIF",42.4,30.1,318,60,9,5,1,3,0.56,0.55,"Visitante"
2079,2019,"Finalizacion","Once Caldas","Deportivo Pereira",38.4,37.9,299,59,19,12,3,4,1.29,1.25,"Local"
2079,2019,"Finalizacion","Deportivo Pereira","Once Caldas",61.6,62.1,472,82,15,8,0,2,0.14,0.14,"Visitante"
2080,2019,"Finalizacion","Deportivo Pasto","Alianza",66.8,66.1,456,110,28,6,3,7,1.39,1.63,"Local"
2080,2019,"Finalizacion","Alianza","Deportivo Pasto",33.2,33.9,219,44,5,5,1,4,0.56,0.6,"Visitante"
2081,2019,"Finalizacion","Fortaleza CEIF","Jaguares",42.9,42.1,354,67,19,11,3,5,1.43,1.36,"Local"
2081,2019,"Finalizacion","Jaguares","Fortaleza CEIF",57.1,57.9,426,91,11,6,0,4,0.25,0.23,"Visitante"
2082,2019,"Finalizacion","Junior","Once Caldas",56,55.2,403,93,9,7,0,3,0.18,0.14,"Local"
2082,2019,"Finalizacion","Once Caldas","Junior",44,44.8,322,65,13,6,0,5,0.42,0.47,"Visitante"
2083,2019,"Finalizacion","Alianza","Envigado",39,33.2,292,58,20,11,4,4,1.65,1.17,"Local"
2083,2019,"Finalizacion","Envigado","Alianza",61,66.8,464,82,10,9,1,4,0.56,0.4,"Visitante"
2084,2019,"Finalizacion","Envigado","Deportivo Cali",65,69.5,465,109,30,6,1,5,0.65,0.46,"Local"
2084,2019,"Finalizacion","Deportivo Cali","Envigado",35,30.5,280,54,8,8,1,4,0.57,0.53,"Visitante"
2085,2019,"Finalizacion","Deportes Tolima","Atletico Bucaramanga",39.4,34.4,292,67,22,13,3,4,1.23,1.1,"Local"
2085,2019,"Finalizacion","Atletico Bucaramanga","Deportes Tolima",60.6,65.6,504,94,12,5,1,4,0.66,0.68,"Visitante"
2086,2019,"Finalizacion","Jaguares","Junior",40.8,45.8,334,75,22,12,3,5,1.37,1.18,"Local"
2086,2019,"Finalizacion","Junior","Jaguares",59.2,54.2,461,103,19,5,0,5,0.26,0.29,"Visitante"
2087,2019,"Finalizacion","Atletico Bucaramanga","Deportes Tolima",61.6,72.4,433,88,24,6,1,5,0.77,0.89,"Local"
2087,2019,"Finalizacion","Deportes Tolima","Atletico Bucaramanga",38.4,27.6,293,65,12,6,2,3,0.85,0.91,"Visitante"
2088,2019,"Finalizacion","Once Caldas","Independiente Medellin",54.4,54.7,432,94,11,7,2,2,0.77,0.89,"Local"
2088,2019,"Finalizacion","Independiente Medellin","Once Caldas",45.6,45.3,326,58,10,6,2,5,1.02,1.03,"Visitante"
2089,2019,"Finalizacion","Once Caldas","Millonarios",57.1,48.5,414,80,10,5,0,4,0.34,0.3,"Local"
2089,2019,"Finalizacion","Millonarios","Once Caldas",42.9,51.5,350,75,9,9,2,4,0.89,0.7,"Visitante"
2090,2019,"Finalizacion","Fortaleza CEIF","America de Cali",37.8,40.6,309,69,21,10,2,4,1,0.75,"Local"
2090,2019,"Finalizacion","America de Cali","Fortaleza CEIF",62.2,59.4,508,111,21,7,1,5,0.65,0.68,"Visitante"
2091,2019,"Finalizacion","Deportivo Pasto","Fortaleza CEIF",52.1,49.6,407,100,9,6,0,2,0.17,0.16,"Local"
2091,2019,"Finalizacion","Fortaleza CEIF","Deportivo Pasto",47.9,50.4,334,76,14,6,1,3,0.51,0.4,"Visitante"
2092,2019,"Finalizacion","Fortaleza CEIF","Jaguares",39.9,37.9,337,71,19,11,4,3,1.58,1.21,"Local"
2092,2019,"Finalizacion","Jaguares","Fortaleza CEIF",60.1,62.1,454,85,11,8,0,4,0.26,0.19,"Visitante"
2093,2019,"Finalizacion","Alianza","Deportes Tolima",51.8,51.9,446,104,13,6,0,3,0.2,0.18,"Local"
2093,2019,"Finalizacion","Deportes Tolima","Alianza",48.2,48.1,345,74,10,5,1,3,0.49,0.47,"Visitante"
2094,2019,"Finalizacion","Deportivo Pasto","La Equidad",59.9,72.6,466,98,27,7,1,9,1.11,1.21,"Local"
2094,2019,"Finalizacion","La Equidad","Deportivo Pasto",40.1,27.4,293,55,10,5,1,5,0.77,0.62,"Visitante"
2095,2019,"Finalizacion","Independiente Medellin","Atletico Bucaramanga",37,44.9,311,76,23,11,3,4,1.23,1.37,"Local"
2095,2019,"Finalizacion","Atletico Bucaramanga","Independiente Medellin",63,55.1,459,90,15,7,0,4,0.3,0.26,"Visitante"
2096,2019,"Finalizacion","La Equidad","Aguilas Doradas",53.3,48.4,440,88,9,7,0,2,0.16,0.18,"Local"
2096,2019,"Finalizacion","Aguilas Doradas","La Equidad",46.7,51.6,378,79,14,10,0,4,0.31,0.3,"Visitante"
2097,2019,"Finalizacion","Fortaleza CEIF","Santa Fe",63.5,71.9,489,109,30,6,2,7,1.11,1.18,"Local"
2097,2019,"Finalizacion","Santa Fe","Fortaleza CEIF",36.5,28.1,269,48,7,6,1,2,0.43,0.32,"Visitante"
2098,2019,"Finalizacion","Jaguares","Patriotas",56.7,52.9,452,103,11,5,0,2,0.11,0.08,"Local"
2098,2019,"Finalizacion","Patriotas","Jaguares",43.3,47.1,291,58,8,7,1,2,0.49,0.39,"Visitante"
2099,2019,"Finalizacion","Atletico Bucaramanga","Deportivo Pasto",61.9,78.1,460,104,29,5,3,7,1.42,1.41,"Local"
2099,2019,"Finalizacion","Deportivo Pasto","Atletico Bucaramanga",38.1,21.9,283,54,10,7,1,3,0.51,0.55,"Visitante"
2100,2019,"Finalizacion","Envigado","Deportes Tolima",50.3,50.6,424,101,12,6,2,2,0.78,0.72,"Local"
2100,2019,"Finalizacion","Deportes Tolima","Envigado",49.7,49.4,353,67,12,6,2,3,0.82,0.66,"Visitante"
2101,2019,"Finalizacion","Once Caldas","Deportes Tolima",63.8,62.4,433,87,18,8,3,4,1.29,1.04,"Local"
2101,2019,"Finalizacion","Deportes Tolima","Once Caldas",36.2,37.6,308,59,11,5,1,2,0.51,0.52,"Visitante"
2102,2019,"Finalizacion","Independiente Medellin","Atletico Nacional",57.3,52.8,414,102,11,9,0,3,0.2,0.22,"Local"
2102,2019,"Finalizacion","Atletico Nacional","Independiente Medellin",42.7,47.2,326,70,13,6,2,4,0.95,0.8,"Visitante"
2103,2019,"Finalizacion","Deportivo Pereira","Envigado",38.7,32.9,316,72,22,10,1,4,0.67,0.75,"Local"
2103,2019,"Finalizacion","Envigado","Deportivo Pereira",61.3,67.1,457,94,12,4,1,3,0.57,0.44,"Visitante"
2104,2019,"Finalizacion","Patriotas","Aguilas Doradas",56.5,49.8,403,92,9,6,0,4,0.22,0.22,"Local"
2104,2019,"Finalizacion","Aguilas Doradas","Patriotas",43.5,50.2,339,63,10,6,0,4,0.3,0.23,"Visitante"
2105,2019,"Finalizacion","Envigado","Jaguares",65,69.5,448,110,24,6,2,7,1.09,1.22,"Local"
2105,2019,"Finalizacion","Jaguares","Envigado",35,30.5,268,49,9,5,2,3,0.87,0.78,"Visitante"
2106,2019,"Finalizacion","Deportivo Cali","Deportivo Pereira",40.2,41.2,303,72,20,10,4,5,1.72,1.79,"Local"
2106,2019,"Finalizacion","Deportivo Pereira","Deportivo Cali",59.8,58.8,473,94,19,6,2,3,0.82,0.66,"Visitante"
2107,2019,"Finalizacion","La Equidad","Junior",40.4,32.6,313,74,19,10,3,5,1.43,1.48,"Local"
2107,2019,"Finalizacion","Junior","La Equidad",59.6,67.4,486,101,20,6,2,3,0.85,0.7,"Visitante"
2108,2019,"Finalizacion","La Equidad","Deportivo Pereira",57.1,69.9,447,110,25,8,2,4,0.89,0.69,"Local"
2108,2019,"Finalizacion","Deportivo Pereira","La Equidad",42.9,30.1,310,64,12,7,2,2,0.83,0.86,"Visitante"
2109,2019,"Finalizacion","Millonarios","Atletico Bucaramanga",53.4,55,434,103,12,6,1,2,0.49,0.53,"Local"
2109,2019,"Finalizacion","Atletico Bucaramanga","Millonarios",46.6,45,293,65,12,6,0,3,0.25,0.18,"Visitante"
2110,2019,"Finalizacion","Deportivo Cali","Deportes Tolima",56,75.1,482,109,30,6,1,6,0.86,1.03,"Local"
2110,2019,"Finalizacion","Deportes Tolima","Deportivo Cali",44,24.9,306,56,10,5,1,4,0.54,0.5,"Visitante"
2111,2019,"Finalizacion","Boyaca Chico","Alianza",42.5,35.9,281,56,19,9,1,4,0.58,0.65,"Local"
2111,2019,"Finalizacion","Alianza","Boyaca Chico",57.5,64.1,455,84,13,8,0,1,0.08,0.08,"Visitante"
2112,2019,"Finalizacion","Independiente Medellin","Once Caldas",61.2,72.3,468,91,23,7,3,7,1.48,1.36,"Local"
2112,2019,"Finalizacion","Once Caldas","Independiente Medellin",38.8,27.7,284,60,10,4,0,3,0.16,0.17,"Visitante"
2113,2019,"Finalizacion","Deportivo Pereira","Deportivo Pasto",56.1,51.7,423,96,10,5,0,4,0.2,0.22,"Local"
2113,2019,"Finalizacion","Deportivo Pasto","Deportivo Pereira",43.9,48.3,335,62,9,6,0,2,0.16,0.12,"Visitante"
2114,2019,"Finalizacion","Envigado","Boyaca Chico",56.6,69.8,461,110,25,6,1,5,0.66,0.72,"Local"
2114,2019,"Finalizacion","Boyaca Chico","Envigado",43.4,30.2,378,75,15,6,0,5,0.26,0.22,"Visitante"
2115,2019,"Finalizacion","Atletico Nacional","Atletico Bucaramanga",55.7,55.5,415,84,8,5,0,3,0.27,0.22,"Local"
2115,2019,"Finalizacion","Atletico Bucaramanga","Atletico Nacional",44.3,44.5,339,78,14,7,0,3,0.21,0.17,"Visitante"
2116,2019,"Finalizacion","Patriotas","Atletico Nacional",38.5,44.4,320,69,19,12,4,3,1.57,1.85,"Local"
2116,2019,"Finalizacion","Atletico Nacional","Patriotas",61.5,55.6,478,82,10,5,2,3,0.82,0.58,"Visitante"
2117,2019,"Finalizacion","Deportivo Pereira","Envigado",40.7,37.1,303,72,21,13,2,5,0.96,0.83,"Local"
2117,2019,"Finalizacion","Envigado","Deportivo Pereira",59.3,62.9,445,87,16,3,0,3,0.24,0.27,"Visitante"
2118,2019,"Finalizacion","Patriotas","Once Caldas",60.6,69.4,479,92,22,5,1,6,0.82,0.64,"Local"
2118,2019,"Finalizacion","Once Caldas","Patriotas",39.4,30.6,281,53,9,6,0,3,0.19,0.18,"Visitante"
2119,2019,"Finalizacion","Deportivo Pasto","Deportivo Cali",65.3,78.2,493,106,27,6,3,7,1.5,1.41,"Local"
2119,2019,"Finalizacion","Deportivo Cali","Deportivo Pasto",34.7,21.8,270,47,9,4,1,2,0.44,0.36,"Visitante"
2120,2019,"Finalizacion","Fortaleza CEIF","Boyaca Chico",44.2,41.2,327,79,27,12,4,4,1.59,1.43,"Local"
2120,2019,"Finalizacion","Boyaca Chico","Fortaleza CEIF",55.8,58.8,413,91,13,6,1,3,0.59,0.67,"Visitante"
2121,2019,"Finalizacion","Jaguares","Once Caldas",60.5,77.7,447,87,19,5,1,8,0.86,0.7,"Local"
2121,2019,"Finalizacion","Once Caldas","Jaguares",39.5,22.3,287,62,10,5,1,3,0.51,0.54,"Visitante"
2122,2019,"Finalizacion","Patriotas","Aguilas Doradas",55,53.9,446,93,9,7,0,3,0.22,0.18,"Local"
2122,2019,"Finalizacion","Aguilas Doradas","Patriotas",45,46.1,344,69,9,4,1,3,0.56,0.53,"Visitante"
2123,2019,"Finalizacion","Atletico Nacional","Fortaleza CEIF",55.6,74.8,461,115,27,6,2,6,1.14,0.92,"Local"
2123,2019,"Finalizacion","Fortaleza CEIF","Atletico Nacional",44.4,25.2,344,73,13,6,2,5,0.98,0.76,"Visitante"
2124,2019,"Finalizacion","Deportivo Pereira","Once Caldas",42.2,44.9,339,74,24,11,2,5,1.01,0.9,"Local"
2124,2019,"Finalizacion","Once Caldas","Deportivo Pereira",57.8,55.1,459,83,15,5,1,3,0.51,0.49,"Visitante"
2125,2019,"Finalizacion","Independiente Medellin","Fortaleza CEIF",40.7,34.6,275,62,17,13,4,5,1.72,1.37,"Local"
2125,2019,"Finalizacion","Fortaleza CEIF","Independiente Medellin",59.3,65.4,452,91,18,7,1,4,0.69,0.79,"Visitante"
2126,2019,"Finalizacion","Boyaca Chico","Atletico Nacional",54.2,53.9,394,96,10,6,2,4,0.9,0.67,"Local"
2126,2019,"Finalizacion","Atletico Nacional","Boyaca Chico",45.8,46.1,310,59,10,6,1,3,0.52,0.4,"Visitante"
2127,2019,"Finalizacion","Atletico Bucaramanga","Millonarios",50.2,52.1,432,99,12,6,1,2,0.47,0.48,"Local"
2127,2019,"Finalizacion","Millonarios","Atletico Bucaramanga",49.8,47.9,392,72,12,6,0,3,0.17,0.19,"Visitante"
2128,2019,"Finalizacion","La Equidad","Envigado",63.5,77.8,469,112,31,6,2,7,1.04,0.96,"Local"
2128,2019,"Finalizacion","Envigado","La Equidad",36.5,22.2,286,56,9,4,0,5,0.28,0.22,"Visitante"
2129,2019,"Finalizacion","Patriotas","Atletico Nacional",39.5,43.9,307,64,20,10,3,4,1.19,1.04,"Local"
2129,2019,"Finalizacion","Atletico Nacional","Patriotas",60.5,56.1,471,92,15,6,2,3,0.83,0.65,"Visitante"
2130,2019,"Finalizacion","Atletico Nacional","Envigado",52.2,50.7,435,87,8,6,0,3,0.24,0.18,"Local"
2130,2019,"Finalizacion","Envigado","Atletico Nacional",47.8,49.3,345,68,14,6,1,4,0.53,0.39,"Visitante"
2131,2019,"Finalizacion","Deportivo Pasto","Independiente Medellin",42.2,37.4,347,72,25,9,1,5,0.74,0.67,"Local"
2131,2019,"Finalizacion","Independiente Medellin","Deportivo Pasto",57.8,62.6,421,84,13,9,0,3,0.27,0.24,"Visitante"
2132,2019,"Finalizacion","La Equidad","Boyaca Chico",54.7,50.8,415,87,10,7,0,3,0.24,0.22,"Local"
2132,2019,"Finalizacion","Boyaca Chico","La Equidad",45.3,49.2,335,57,11,6,1,3,0.5,0.48,"Visitante"
2133,2019,"Finalizacion","Patriotas","Independiente Medellin",40.9,37.9,301,73,23,11,4,3,1.48,1.37,"Local"
2133,2019,"Finalizacion","Independiente Medellin","Patriotas",59.1,62.1,482,84,15,8,1,6,0.83,0.67,"Visitante"
2134,2019,"Finalizacion","Deportivo Pereira","Jaguares",42.7,43.8,316,69,24,12,4,3,1.58,1.77,"Local"
2134,2019,"Finalizacion","Jaguares","Deportivo Pereira",57.3,56.2,403,79,13,7,0,4,0.3,0.32,"Visitante"
2135,2019,"Finalizacion","Deportivo Cali","Once Caldas",39.5,40,330,76,20,9,4,5,1.66,1.72,"Local"
2135,2019,"Finalizacion","Once Caldas","Deportivo Cali",60.5,60,489,101,14,5,2,3,0.92,0.83,"Visitante"
2136,2019,"Finalizacion","America de Cali","Atletico Nacional",57.1,78.8,424,93,20,5,1,4,0.55,0.46,"Local"
2136,2019,"Finalizacion","Atletico Nacional","America de Cali",42.9,21.2,326,62,10,6,2,4,0.9,1.01,"Visitante"
2137,2019,"Finalizacion","Alianza","Once Caldas",51.9,52.7,433,97,9,6,1,3,0.55,0.57,"Local"
2137,2019,"Finalizacion","Once Caldas","Alianza",48.1,47.3,357,82,15,5,1,5,0.74,0.7,"Visitante"
2138,2019,"Finalizacion","Envigado","Independiente Medellin",50.2,48.3,394,98,9,6,0,3,0.18,0.21,"Local"
2138,2019,"Finalizacion","Independiente Medellin","Envigado",49.8,51.7,359,63,10,7,0,5,0.43,0.32,"Visitante"
2139,2019,"Finalizacion","Independiente Medellin","Alianza",50.1,55.4,420,83,10,5,1,3,0.58,0.49,"Local"
2139,2019,"Finalizacion","Alianza","Independiente Medellin",49.9,44.6,341,68,10,8,2,4,0.99,0.96,"Visitante"
2140,2019,"Finalizacion","Fortaleza CEIF","Envigado",36.5,35.1,289,62,17,12,4,4,1.61,1.73,"Local"
2140,2019,"Finalizacion","Envigado","Fortaleza CEIF",63.5,64.9,480,98,16,6,1,6,0.64,0.71,"Visitante"
2141,2019,"Finalizacion","Atletico Bucaramanga","Deportivo Cali",65.5,75.4,437,99,21,6,3,5,1.42,1.21,"Local"
2141,2019,"Finalizacion","Deportivo Cali","Atletico Bucaramanga",34.5,24.6,251,44,5,6,0,3,0.22,0.16,"Visitante"
2142,2019,"Finalizacion","Deportivo Pereira","Atletico Bucaramanga",41,34.5,314,63,20,13,3,4,1.26,1.33,"Local"
2142,2019,"Finalizacion","Atletico Bucaramanga","Deportivo Pereira",59,65.5,446,102,20,6,1,4,0.58,0.53,"Visitante"
2143,2019,"Finalizacion","Alianza","Deportivo Cali",56.9,55.2,425,104,12,7,2,4,0.97,1.01,"Local"
2143,2019,"Finalizacion","Deportivo Cali","Alianza",43.1,44.8,325,58,11,3,0,3,0.25,0.29,"Visitante"
2144,2019,"Finalizacion","Alianza","America de Cali",44.7,34.1,315,62,18,11,4,3,1.48,1.29,"Local"
2144,2019,"Finalizacion","America de Cali","Alianza",55.3,65.9,434,81,15,5,0,3,0.23,0.2,"Visitante"
2145,2019,"Finalizacion","Boyaca Chico","Deportivo Pereira",41.6,36.1,349,77,25,11,1,4,0.68,0.71,"Local"
2145,2019,"Finalizacion","Deportivo Pereira","Boyaca Chico",58.4,63.9,445,93,13,4,1,3,0.6,0.46,"Visitante"
2146,2019,"Finalizacion","La Equidad","Deportivo Pereira",64.4,75.6,450,110,25,5,1,4,0.58,0.45,"Local"
2146,2019,"Finalizacion","Deportivo Pereira","La Equidad",35.6,24.4,276,48,6,4,1,4,0.63,0.49,"Visitante"
2147,2019,"Finalizacion","Jaguares","Deportivo Cali",55.7,75.5,474,95,22,6,1,8,0.97,1.02,"Local"
2147,2019,"Finalizacion","Deportivo Cali","Jaguares",44.3,24.5,340,76,14,5,2,5,0.93,0.89,"Visitante"
2148,2019,"Finalizacion","Aguilas Doradas","America de Cali",44,33.2,292,67,18,12,1,5,0.65,0.75,"Local"
2148,2019,"Finalizacion","America de Cali","Aguilas Doradas",56,66.8,391,86,15,9,1,5,0.68,0.67,"Visitante"
2149,2019,"Finalizacion","Aguilas Doradas","Santa Fe",56,76.7,453,108,25,5,2,6,1.13,1.12,"Local"
2149,2019,"Finalizacion","Santa Fe","Aguilas Doradas",44,23.3,340,77,12,6,2,5,1.04,0.77,"Visitante"
2150,2019,"Finalizacion","La Equidad","Santa Fe",62.6,68.9,482,110,24,7,2,8,1.19,1.28,"Local"
2150,2019,"Finalizacion","Santa Fe","La Equidad",37.4,31.1,277,62,11,7,2,4,0.96,1.05,"Visitante"
2151,2019,"Finalizacion","Envigado","Santa Fe",38.8,40.2,311,64,20,10,3,5,1.38,1.36,"Local"
2151,2019,"Finalizacion","Santa Fe","Envigado",61.2,59.8,471,86,15,7,1,2,0.48,0.37,"Visitante"
2152,2019,"Finalizacion","Boyaca Chico","Patriotas",39,32.5,326,70,20,13,4,4,1.55,1.1,"Local"
2152,2019,"Finalizacion","Patriotas","Boyaca Chico",61,67.5,482,110,14,6,2,3,0.85,0.85,"Visitante"
2153,2019,"Finalizacion","Deportivo Pasto","Jaguares",41,45.7,351,69,21,14,3,2,1.12,1.13,"Local"
2153,2019,"Finalizacion","Jaguares","Deportivo Pasto",59,54.3,446,98,14,8,0,4,0.22,0.18,"Visitante"
2154,2019,"Finalizacion","Envigado","Fortaleza CEIF",58.3,68.4,463,112,26,6,1,6,0.83,0.6,"Local"
2154,2019,"Finalizacion","Fortaleza CEIF","Envigado",41.7,31.6,269,55,10,7,0,1,0.07,0.07,"Visitante"
2155,2019,"Finalizacion","Boyaca Chico","Once Caldas",44.2,42.2,318,76,24,14,3,5,1.43,1.35,"Local"
2155,2019,"Finalizacion","Once Caldas","Boyaca Chico",55.8,57.8,399,81,10,7,1,3,0.53,0.56,"Visitante"
2156,2019,"Finalizacion","Deportivo Cali","Jaguares",58.9,72,444,99,22,8,1,7,0.69,0.51,"Local"
2156,2019,"Finalizacion","Jaguares","Deportivo Cali",41.1,28,301,54,10,6,0,4,0.22,0.18,"Visitante"
2157,2019,"Finalizacion","Boyaca Chico","La Equidad",63.4,77,460,97,26,5,3,5,1.25,1.14,"Local"
2157,2019,"Finalizacion","La Equidad","Boyaca Chico",36.6,23,268,46,9,5,2,2,0.8,0.83,"Visitante"
2158,2019,"Finalizacion","Deportivo Cali","Once Caldas",63.4,69.2,450,91,24,5,2,7,1.26,1.01,"Local"
2158,2019,"Finalizacion","Once Caldas","Deportivo Cali",36.6,30.8,267,51,9,8,0,4,0.26,0.2,"Visitante"
2159,2019,"Finalizacion","Jaguares","Deportivo Pasto",57,73.3,477,104,25,5,1,5,0.62,0.74,"Local"
2159,2019,"Finalizacion","Deportivo Pasto","Jaguares",43,26.7,335,57,9,8,1,4,0.66,0.5,"Visitante"
2160,2019,"Finalizacion","Deportivo Cali","La Equidad",57.6,55.1,429,87,11,7,0,4,0.27,0.2,"Local"
2160,2019,"Finalizacion","La Equidad","Deportivo Cali",42.4,44.9,326,66,9,6,0,5,0.25,0.19,"Visitante"
2161,2019,"Finalizacion","Atletico Bucaramanga","Deportivo Cali",50.5,51.4,375,78,7,6,1,2,0.49,0.39,"Local"
2161,2019,"Finalizacion","Deportivo Cali","Atletico Bucaramanga",49.5,48.6,346,66,11,7,0,4,0.31,0.31,"Visitante"
2162,2019,"Finalizacion","Fortaleza CEIF","Once Caldas",42.5,42.4,296,64,19,11,1,4,0.6,0.62,"Local"
2162,2019,"Finalizacion","Once Caldas","Fortaleza CEIF",57.5,57.6,430,96,15,6,2,4,1,0.98,"Visitante"
2163,2019,"Finalizacion","La Equidad","Deportivo Cali",42.2,34.6,283,61,18,10,1,4,0.64,0.71,"Local"
2163,2019,"Finalizacion","Deportivo Cali","La Equidad",57.8,65.4,421,85,16,5,0,4,0.3,0.22,"Visitante"
2164,2019,"Finalizacion","Jaguares","Junior",62.3,68,485,102,24,5,3,6,1.38,1.59,"Local"
2164,2019,"Finalizacion","Junior","Jaguares",37.7,32,284,59,9,6,0,5,0.31,0.31,"Visitante"
2165,2019,"Finalizacion","Aguilas Doradas","Boyaca Chico",54.2,50.7,380,87,10,3,1,3,0.56,0.43,"Local"
2165,2019,"Finalizacion","Boyaca Chico","Aguilas Doradas",45.8,49.3,351,69,10,7,2,4,1.01,0.93,"Visitante"
2166,2019,"Finalizacion","America de Cali","Millonarios",57.5,76,469,97,21,7,3,6,1.4,1.23,"Local"
2166,2019,"Finalizacion","Millonarios","America de Cali",42.5,24,308,62,9,4,1,3,0.51,0.52,"Visitante"
2167,2019,"Finalizacion","Deportivo Pereira","Millonarios",41.1,42.3,306,69,21,10,3,4,1.3,1.47,"Local"
2167,2019,"Finalizacion","Millonarios","Deportivo Pereira",58.9,57.7,457,83,13,6,2,3,0.91,0.68,"Visitante"
2168,2019,"Finalizacion","Atletico Bucaramanga","Independiente Medellin",43.4,38,317,64,20,10,1,5,0.72,0.54,"Local"
2168,2019,"Finalizacion","Independiente Medellin","Atletico Bucaramanga",56.6,62,434,99,18,6,1,2,0.51,0.53,"Visitante"
2169,2019,"Finalizacion","Aguilas Doradas","Atletico Nacional",56.7,64.6,481,103,22,5,1,5,0.76,0.65,"Local"
2169,2019,"Finalizacion","Atletico Nacional","Aguilas Doradas",43.3,35.4,355,79,11,5,0,1,0.06,0.05,"Visitante"
2170,2019,"Finalizacion","Once Caldas","Deportivo Cali",57.3,73,504,99,26,5,3,6,1.32,1.28,"Local"
2170,2019,"Finalizacion","Deportivo Cali","Once Caldas",42.7,27,316,67,10,7,1,4,0.66,0.73,"Visitante"
2171,2019,"Finalizacion","Atletico Bucaramanga","America de Cali",45.7,36.6,334,76,24,10,3,5,1.39,1.11,"Local"
2171,2019,"Finalizacion","America de Cali","Atletico Bucaramanga",54.3,63.4,396,75,13,6,0,3,0.19,0.17,"Visitante"
2172,2019,"Finalizacion","Envigado","Santa Fe",52.1,52.9,423,81,11,7,2,3,0.9,1.03,"Local"
2172,2019,"Finalizacion","Santa Fe","Envigado",47.9,47.1,363,71,13,7,0,4,0.33,0.31,"Visitante"
2173,2019,"Finalizacion","Aguilas Doradas","Jaguares",55.7,48.5,386,83,10,6,0,3,0.22,0.25,"Local"
2173,2019,"Finalizacion","Jaguares","Aguilas Doradas",44.3,51.5,377,73,14,7,1,4,0.65,0.55,"Visitante"
